Kriterium;Region;Anbieter;Score;Begründung;Quellen
Storage-Tiering & Lifecycle-Management;DE;Open Telekom Cloud (OTC);4;OTC Object Storage Service (OBS) bietet drei Storage-Klassen: Standard, Warm (Infrequent Access) und Cold. Lifecycle-Regeln ermöglichen automatische Übergänge zwischen diesen Klassen basierend auf Alter und regelbasierten Policies. WORM-Modell für Compliance verfügbar. Versioning und Access Logging integriert. OTC ist der einzige deutsche Anbieter mit einem echten mehrstufigen Tiering-Modell inkl. automatischer Transition. Allerdings fehlt eine Archive/Deep-Archive-Klasse und automatisches ML-basiertes Tiering (wie S3 Intelligent-Tiering).;"https://www.open-telekom-cloud.com/de/produkte-services/object-storage-service; https://docs.otc.t-systems.com/object-storage-service/; https://www.open-telekom-cloud.com/en/blog/product-news/storage-guide-telekomcloud"
Skalierbarkeit (Compute & Storage);USA;AWS;5;AWS bietet vollständige Trennung von Compute und Storage (S3 + Athena/Redshift Serverless/EMR Serverless). Lambda für Serverless-Compute skaliert auf Tausende parallele Ausführungen. EC2 Auto Scaling Groups, EKS mit Karpenter und Fargate (Serverless Container) ermöglichen elastische Compute-Skalierung. S3 skaliert praktisch unbegrenzt. Redshift Serverless und Athena skalieren Compute on-demand ohne Cluster-Management. EMR Serverless für Spark/Hive on-demand. Best-in-class Elastizität.;"https://aws.amazon.com/lambda/; https://aws.amazon.com/redshift/redshift-serverless/; https://aws.amazon.com/emr/serverless/"
Skalierbarkeit (Compute & Storage);USA;Azure;5;Azure bietet Compute-Storage-Trennung in Synapse Serverless, Fabric und Azure SQL Serverless. Azure Functions skaliert serverless. AKS mit KEDA und Virtual Nodes (ACI) für Container-Autoscaling. VM Scale Sets für elastische IaaS-Skalierung. Blob Storage skaliert praktisch unbegrenzt. Microsoft Fabric bietet On-Demand-Compute mit Capacity Units. Azure Cosmos DB bietet elastische RU-Skalierung. Umfassendes Serverless-Portfolio über alle Schichten.;"https://azure.microsoft.com/en-us/products/functions/; https://learn.microsoft.com/en-us/azure/synapse-analytics/; https://learn.microsoft.com/en-us/fabric/"
Skalierbarkeit (Compute & Storage);USA;Google Cloud;5;Google Cloud bietet native Compute-Storage-Trennung in BigQuery (Serverless, automatische Slot-Skalierung), Dataflow (autoscaling Beam-Pipelines) und Dataproc Serverless. Cloud Functions und Cloud Run bieten Serverless-Compute. GKE Autopilot skaliert Kubernetes vollautomatisch. Cloud Storage skaliert unbegrenzt. BigQuery Editions ermöglichen Autoscaling-Slots. Spanner bietet horizontal skalierende SQL-Datenbank. Besonders stark bei analytischen Workloads durch BigQuery-Architektur.;"https://cloud.google.com/bigquery; https://cloud.google.com/run; https://cloud.google.com/dataproc-serverless/docs"
Skalierbarkeit (Compute & Storage);DE;STACKIT;2;STACKIT bietet VMs mit manueller Skalierung und Kubernetes (SKE) mit Cluster-Autoscaler für Container-Workloads. Object Storage skaliert elastisch. Allerdings fehlen Serverless-Compute-Dienste vollständig (keine Functions, kein Serverless Container). Keine Compute-Storage-Trennung auf Plattform-Ebene (kein Serverless-Query-Engine). Auto Scaling beschränkt sich auf Kubernetes-Pods und VM-basierte Ansätze. Keine On-Demand-Cluster für Analytics.;"https://docs.stackit.cloud/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit; https://xomnia.com/post/navigating-the-european-cloud-landscape-open-telekom-cloud-stackit-and-ovhcloud-in-focus/"
Skalierbarkeit (Compute & Storage);DE;IONOS;2;IONOS bietet Managed Kubernetes mit Autoscaling sowie VMs mit horizontaler/vertikaler Skalierung. Object Storage skaliert elastisch. Allerdings fehlen Serverless-Compute-Dienste (keine Functions-as-a-Service). Keine Compute-Storage-Trennung auf Plattform-Ebene. Big-Data-Cluster (Hadoop/Spark) müssen vorab provisioniert werden – kein On-Demand/Serverless-Modell. Elastizität auf IaaS-Level vorhanden, aber keine PaaS/Serverless-Elastizität.;"https://cloud.ionos.com/managed/kubernetes; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit"
Skalierbarkeit (Compute & Storage);DE;Open Telekom Cloud (OTC);3;OTC bietet Auto Scaling Groups für VMs, Cloud Container Engine (CCE) mit Autoscaling und FunctionGraph als einziger deutscher Anbieter mit nativem Serverless-Compute (Functions-as-a-Service). OBS skaliert elastisch. Data Lake Insight (DLI) bietet serverloses SQL als Compute-Storage-Trennung. MapReduce Service (MRS) erfordert vorab provisionierte Cluster (kein Serverless Spark). FunctionGraph hebt OTC klar von STACKIT und IONOS ab, erreicht aber nicht das Serverless-Ökosystem der Hyperscaler.;"https://www.open-telekom-cloud.com/de/produkte-services; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit; https://www.open-telekom-cloud.com/en/blog/benefits/it-award-gold-2025"
Stream-Processing & Complex Event Processing;USA;AWS;5;AWS bietet Amazon Managed Service for Apache Flink (ehem. Kinesis Data Analytics) als vollständig verwalteten Flink-Dienst mit Stateful Processing, Windowing, Event-Time-Semantik und CEP-Bibliothek. EMR unterstützt Flink und Spark Structured Streaming auf managed Clustern. Kinesis Data Streams als Quelle, MSK (Kafka) als Alternative. EventBridge Pipes für einfache Event-Transformation. AWS Step Functions für Event-orchestrierte Workflows. Best-in-class durch nativen Managed Flink.;"https://aws.amazon.com/managed-service-apache-flink/; https://aws.amazon.com/emr/; https://docs.aws.amazon.com/managed-flink/latest/java/what-is.html"
Stream-Processing & Complex Event Processing;USA;Azure;5;Azure Stream Analytics bietet eine serverlose Stream-Processing-Engine mit SQL-basiertem Windowing (Tumbling, Hopping, Sliding, Session), Temporal Joins und Pattern-Matching. Azure HDInsight und Databricks on Azure bieten Managed Flink und Spark Structured Streaming. Event Hubs als nativer Streaming-Backbone. Azure Functions mit Event-Hub-Trigger für leichtgewichtiges CEP. Fabric Real-Time Intelligence (ehem. Real-Time Analytics) bietet Echtzeit-Dashboards mit KQL. Breites Ökosystem.;"https://learn.microsoft.com/en-us/azure/stream-analytics/; https://azure.microsoft.com/en-us/products/hdinsight/"
Stream-Processing & Complex Event Processing;USA;Google Cloud;5;Google Cloud Dataflow (Apache Beam) bietet einheitliches Stream- und Batch-Processing mit nativem Windowing (Fixed, Sliding, Session, Global), Watermarks, Triggers und Stateful Processing. Dataflow ist vollständig serverless mit Autoscaling. Dataproc bietet Managed Flink und Spark Structured Streaming. Pub/Sub als nativer Event-Backbone. Beam-Modell ist industriestandard-setzend für Stream-Processing-Semantik. Besonders stark bei Exactly-Once-Garantien.;"https://cloud.google.com/dataflow; https://beam.apache.org/; https://cloud.google.com/dataproc"
Stream-Processing & Complex Event Processing;DE;STACKIT;2;STACKIT bietet keinen Managed-Stream-Processing-Dienst (kein Managed Flink, kein Stream Analytics). Allerdings ermöglicht die STACKIT Kubernetes Engine (SKE) das Deployment von Apache Flink, Kafka Streams oder Spark Structured Streaming als Container-Workloads. Im Vergleich zu IONOS (Score 2), das ebenfalls Self-Hosting erfordert aber eine Big-Data-Plattform mit Spark-Integration hat, ist STACKIT auf vergleichbarem Niveau – beide brauchen Eigenbau, STACKIT hat jedoch eine modernere K8s-Plattform (Gardener-basiert). Score 2 statt 1 für Konsistenz.;"https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit"
Stream-Processing & Complex Event Processing;DE;IONOS;2;IONOS bietet über die Big-Data-Plattform Apache Kafka (Streaming) und Apache Druid (Echtzeit-Analyse) als verwaltete Komponenten. Spark Streaming ist über die Managed-Hadoop-Plattform technisch möglich. Allerdings gibt es kein Managed Flink, keine native CEP-Engine und kein serverloses Stream-Processing. Windowing und Stateful Processing nur über selbst konfiguriertes Spark/Kafka Streams. Grundlegende Fähigkeit über Open-Source-Stack, aber nicht als integriertes Produkt.;"https://cloud.ionos.de/loesungen/big-data; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit"
Stream-Processing & Complex Event Processing;DE;Open Telekom Cloud (OTC);3;OTC bietet den MapReduce Service (MRS) mit Managed Flink und Spark als Cluster-Komponenten für Stream-Processing. DMS (Managed Kafka) dient als Event-Backbone. Data Ingestion Service (DIS) ermöglicht Echtzeit-Streaming in OBS/DLI. MRS Flink unterstützt Windowing und Stateful Processing. Allerdings ist Flink auf MRS nicht serverless (vorab provisionierter Cluster), und es fehlt eine native CEP-Bibliothek als Plattform-Feature. Solide Referenzarchitektur, aber nicht Kernprodukt-Level.;"https://www.open-telekom-cloud.com/de/produkte-services; https://docs.otc.t-systems.com/mapreduce-service/; https://senacor.blog/verprobung-open-telekom-cloud-die-speerspitze-der-eu-cloudanbieter/"
Analytische Query-Engine;USA;AWS;5;Amazon Redshift ist eine MPP-Columnar-Architektur mit automatischer Query-Optimierung (Adaptive Query Execution, Predicate Pushdown, Automatic Table Optimization). Materialisierte Views mit Auto-Refresh, Result Caching und Concurrency Scaling (automatische Skalierung bei Peak-Load). Redshift Serverless ermöglicht nutzungsbasierte Abrechnung. Voller SQL-Standard mit Window Functions, Geospatial (GEOMETRY/GEOGRAPHY), HyperLogLog (Approximate Queries), SUPER-Typ für semi-strukturierte Daten. Athena (Presto/Trino) ergänzt als serverlose Query-Engine für S3. Redshift Spectrum für federated Queries über S3.;"https://aws.amazon.com/redshift/; https://docs.aws.amazon.com/redshift/latest/dg/c_challenges_achieving_high_performance_queries.html; https://aws.amazon.com/redshift/redshift-serverless/"
Analytische Query-Engine;USA;Azure;5;Azure Synapse Analytics bietet eine MPP-Engine (Dedicated SQL Pools) mit Predicate Pushdown, Adaptive Query Processing und materialisierter Views. Serverless SQL Pools für On-Demand-Queries über Data Lake. Result Set Caching und Workload Management (Concurrency). Microsoft Fabric bringt DirectLake-Mode für Echtzeit-BI ohne Import. Voller T-SQL-Standard mit Window Functions, Geospatial (STGeometry) und Approximate Count Distinct. Synapse Link ermöglicht HTAP-Szenarien. Azure SQL Analytics + Log Analytics für Monitoring.;"https://learn.microsoft.com/en-us/azure/synapse-analytics/sql-data-warehouse/sql-data-warehouse-overview-what-is; https://learn.microsoft.com/en-us/fabric/; https://learn.microsoft.com/en-us/azure/synapse-analytics/"
Analytische Query-Engine;USA;Google Cloud;5;BigQuery ist eine vollständig serverlose MPP-Engine mit Dremel-Architektur (Columnar, verteilte Ausführung). Automatische Query-Optimierung mit Slot-basierter Skalierung. Materialisierte Views mit Smart-Tuning und automatischem Rewrite. BI Engine als In-Memory-Accelerator für Sub-Sekunden-Caching. Concurrency wird über Slot-Reservierungen und Autoscaling Editions gesteuert. Voller GoogleSQL-Standard mit Window Functions, Geospatial (BigQuery GIS mit ST_-Funktionen), APPROX_-Funktionen (HLL, Quantiles), ML-Integration (BQML). Best-in-class für serverlose analytische Workloads.;"https://cloud.google.com/bigquery; https://cloud.google.com/bigquery/docs/materialized-views-intro; https://cloud.google.com/bigquery/docs/bi-engine-intro"
Analytische Query-Engine;DE;STACKIT;2;STACKIT bietet keine native analytische Query-Engine (kein Äquivalent zu BigQuery, Athena oder Synapse). Allerdings kann auf der STACKIT Kubernetes Engine (SKE) Trino, Presto oder ClickHouse self-hosted werden. Managed PostgreSQL ist verfügbar, eignet sich aber nur begrenzt für analytische Workloads. Im Vergleich zu IONOS (Score 2), das ähnlich keinen nativen Analytics-Dienst hat, aber eine Big-Data-Plattform mit Hive/Spark SQL bietet, ist STACKIT auf vergleichbarem Niveau: beide erfordern erheblichen Eigenbau. OTC (Score 3) liegt korrekt darüber dank Data Lake Insight (DLI) als serverloser SQL-Engine. Score 2 statt 1 für Konsistenz mit IONOS.;"https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit"
Analytische Query-Engine;DE;IONOS;2;IONOS bietet über die Big-Data-Plattform Apache Druid für Echtzeit-OLAP-Queries und Spark SQL über Managed Hadoop. Druid bietet Columnar Storage, Approximate Queries (HyperLogLog, Theta Sketches) und Sub-Sekunden-Latenz für Aggregationen. Allerdings kein vollwertiges MPP-Data-Warehouse (kein Redshift/Synapse/BigQuery-Äquivalent), keine materialisierte Views auf Plattform-Ebene, kein serverloses Query-Modell. Window Functions über Spark SQL möglich. Grundlegende analytische Fähigkeit über Open-Source-Stack.;"https://cloud.ionos.de/loesungen/big-data; https://druid.apache.org/"
Analytische Query-Engine;DE;Open Telekom Cloud (OTC);3;OTC bietet den Data Warehouse Service (DWS) basierend auf GaussDB(DWS), einer MPP-Columnar-Engine mit SQL-Kompatibilität (PostgreSQL-Dialekt). DWS unterstützt materialisierte Views, Predicate Pushdown, Hash/Merge Joins und Window Functions. Data Lake Insight (DLI) bietet serverloses SQL über OBS-Daten. Allerdings fehlen Advanced Features wie Approximate Queries, Geospatial-Funktionen auf Hyperscaler-Niveau, automatische Query-Optimierung (AQE) und Concurrency Scaling. DWS erfordert vorab provisionierte Cluster. Solides Produkt, aber unter Hyperscaler-Niveau.;"https://www.open-telekom-cloud.com/de/produkte-services/core-services/data-warehouse-service; https://docs.otc.t-systems.com/data-warehouse-service/; https://senacor.blog/verprobung-open-telekom-cloud-die-speerspitze-der-eu-cloudanbieter/"
BI- & Visualisierungs-Integration;USA;AWS;5;Amazon QuickSight ist ein nativer, serverloser BI-Dienst mit SPICE-Engine (In-Memory), ML-gestützten Insights (Anomalieerkennung, Forecasting) und Embedded Analytics. Native Konnektoren zu Redshift, Athena, S3, RDS. ODBC/JDBC-Treiber für Tableau, Looker, Power BI. QuickSight Q ermöglicht Natural-Language-Queries. Grafana ist als Amazon Managed Grafana verfügbar. Self-Service-Analytics über QuickSight Reader-Lizenzen. Umfassendstes natives BI-Ökosystem.;"https://aws.amazon.com/quicksight/; https://aws.amazon.com/grafana/; https://docs.aws.amazon.com/redshift/latest/mgmt/configure-odbc-connection.html"
BI- & Visualisierungs-Integration;USA;Azure;5;Power BI ist marktführend im BI-Bereich (Gartner Leader) und nativ in Azure und Microsoft 365 integriert. DirectQuery und DirectLake (Fabric) ermöglichen Live-Verbindungen zu Synapse, SQL und Data Lake. Embedded Analytics über Power BI Embedded. Self-Service-Analytics für Fachanwender über Power BI Desktop/Service. Native Konnektoren zu Tableau, Looker über ODBC/JDBC. Azure Managed Grafana verfügbar. Copilot in Power BI für NL-Queries. Stärkstes Self-Service-BI-Ökosystem durch Microsoft-365-Integration.;"https://powerbi.microsoft.com/; https://learn.microsoft.com/en-us/power-bi/; https://azure.microsoft.com/en-us/products/managed-grafana/"
BI- & Visualisierungs-Integration;USA;Google Cloud;4;Looker (vollständig in GCP integriert) bietet starke semantische Modellierung (LookML) und eingebettete Analytics. Looker Studio (ehem. Data Studio) ist kostenlos für Self-Service-Dashboards. BigQuery BI Engine ermöglicht Sub-Sekunden-Abfragen für Dashboards. JEDOCH: Looker hat eine deutlich geringere Marktdurchdringung als Power BI (Azure) oder die breite Tableau/QuickSight-Integration bei AWS. Das LookML-Paradigma erfordert eine steilere Lernkurve. Im Vergleich zu Azure (Power BI als de-facto Enterprise-BI-Standard mit 300M+ Nutzern, nahtlose Fabric-Integration) und AWS (QuickSight + native Tableau/Power BI-Anbindung) ist das GCP-BI-Ökosystem weniger breit aufgestellt. Score 4 statt 5.;"https://cloud.google.com/looker; https://cloud.google.com/bigquery/docs/bi-engine-intro; https://lookerstudio.google.com/"
BI- & Visualisierungs-Integration;DE;STACKIT;2;STACKIT bietet keinen nativen BI-Dienst. Allerdings ermöglicht die STACKIT Kubernetes Engine (SKE) das Deployment von Open-Source-BI-Tools wie Apache Superset, Grafana oder Metabase. PostgreSQL und Redis sind als Managed Services verfügbar und können als Backend für BI-Tools dienen. Im Vergleich zu IONOS (Score 2), das ebenfalls keinen nativen BI-Dienst hat aber eine Big-Data-Plattform mit Hadoop/Hive als potenzielle Datenquelle bietet, ist STACKIT auf vergleichbarem Niveau: beide erfordern Self-Hosting, aber die Grundinfrastruktur ist vorhanden. Score 2 statt 1, konsistent mit der IONOS-Bewertung.;"https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/"
BI- & Visualisierungs-Integration;DE;IONOS;2;IONOS bietet kein natives BI-Tool, aber über die Big-Data-Plattform ist Apache Superset als Open-Source-BI-Frontend verfügbar. Grafana kann auf IONOS-Infrastruktur self-hosted betrieben werden. JDBC/ODBC-Zugriff auf Druid und Spark SQL ermöglicht grundlegende Anbindung externer BI-Tools (Tableau, Looker). Kein Self-Service-Analytics-Feature für Fachanwender. Kein Managed Grafana. Funktional möglich über Open-Source-Stack, aber kein Plattform-Produkt.;"https://cloud.ionos.de/loesungen/big-data; https://superset.apache.org/"
BI- & Visualisierungs-Integration;DE;Open Telekom Cloud (OTC);2;OTC bietet keinen nativen BI-Dienst, aber der Data Warehouse Service (DWS) stellt JDBC/ODBC-Endpunkte bereit, über die Tableau, Power BI und Looker angebunden werden können. Data Lake Insight (DLI) bietet SQL-Endpunkte. Grafana muss selbst betrieben werden (kein Managed Grafana). Cloud Eye bietet Infrastruktur-Monitoring-Dashboards, aber kein BI-Tool. Kein Self-Service-Analytics für Fachanwender als Plattform-Feature. Grundlegende Anbindungsmöglichkeit über DWS-Endpunkte, aber kein integriertes BI-Erlebnis.;"https://www.open-telekom-cloud.com/de/produkte-services/core-services/data-warehouse-service; https://docs.otc.t-systems.com/data-warehouse-service/"
Ad-hoc-Exploration & Notebooks;USA;AWS;5;Amazon SageMaker Studio bietet eine vollständig verwaltete IDE mit JupyterLab-Notebooks, integriertem Terminal, Git-Integration und direktem Zugriff auf S3, Redshift, Athena. SageMaker Studio Lab (kostenlos) für Einstieg. EMR Studio bietet Managed Jupyter/Zeppelin für Spark-Workloads. Glue Studio Notebooks für serverlose Spark-Exploration. Athena Notebooks (Jupyter-basiert) für SQL-Exploration. Multi-Kernel-Support (Python, R, Scala, PySpark). Umfassendstes Notebook-Ökosystem aller Anbieter.;"https://aws.amazon.com/sagemaker/studio/; https://aws.amazon.com/emr/features/studio/; https://docs.aws.amazon.com/athena/latest/ug/notebooks-spark.html"
Ad-hoc-Exploration & Notebooks;USA;Azure;5;Azure Machine Learning Studio bietet Managed Jupyter Notebooks mit Compute Instances (GPU/CPU), integriertem Terminal und VS Code-Remote-Anbindung. Synapse Studio integriert Notebooks (PySpark, Scala, SQL, C#) direkt in die Analytics-Plattform. Microsoft Fabric Notebooks bieten One-Click-Spark-Exploration mit Lakehouse-Integration. Databricks on Azure als Premium-Option. Azure Notebooks unterstützen Co-Authoring in Echtzeit. Besonders stark durch Fabric-Synapse-ML-Integration.;"https://learn.microsoft.com/en-us/azure/machine-learning/; https://learn.microsoft.com/en-us/azure/synapse-analytics/spark/apache-spark-notebook-concept; https://learn.microsoft.com/en-us/fabric/"
Ad-hoc-Exploration & Notebooks;USA;Google Cloud;5;Vertex AI Workbench bietet Managed JupyterLab-Notebooks mit nahtloser BigQuery-, GCS- und Dataproc-Integration. Colab Enterprise (managed Google Colab in GCP) bietet kollaborative Notebooks mit GPU/TPU-Zugang und VPC-Integration. Dataproc Jupyter-Integration für Spark-Notebooks. BigQuery Notebooks ermöglichen SQL+Python-Exploration direkt in der BigQuery-Konsole. Besonders stark durch Colab-Ökosystem und BigQuery-Python-Integration.;"https://cloud.google.com/vertex-ai/docs/workbench/; https://cloud.google.com/colab/docs; https://cloud.google.com/bigquery/docs/notebooks-introduction"
Ad-hoc-Exploration & Notebooks;DE;STACKIT;2;STACKIT bietet keinen nativen Managed-Notebook-Dienst. Jedoch können JupyterHub/JupyterLab auf der STACKIT Kubernetes Engine (SKE) oder auf VMs self-hosted betrieben werden. STACKIT AI Model Serving (für LLM-Inferenz) ist verfügbar, aber keine integrierte Notebook-Umgebung für Datenexploration. Kein Äquivalent zu SageMaker Studio, Vertex Workbench oder Synapse Notebooks. Grundsätzlich möglich über Eigenbau, aber kein Plattform-Feature.;"https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/; https://marketplace.stackit.cloud/"
Ad-hoc-Exploration & Notebooks;DE;IONOS;2;IONOS bietet über die Big-Data-Plattform Apache Zeppelin als integrierte Notebook-Umgebung für Spark-Exploration. Jupyter kann auf Managed Kubernetes oder VMs self-hosted werden. Allerdings ist Zeppelin nur als Teil des Hadoop/Spark-Clusters verfügbar (nicht standalone serverless), und es fehlt eine dedizierte Data-Science-IDE mit Git-Integration, Experiment-Tracking oder Multi-Kernel-Support auf Plattform-Niveau. Grundlegende Fähigkeit vorhanden.;"https://cloud.ionos.de/loesungen/big-data; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit"
Ad-hoc-Exploration & Notebooks;DE;Open Telekom Cloud (OTC);3;OTC bietet über den MapReduce Service (MRS) integrierte Zeppelin-Notebooks für Spark-Exploration. Data Lake Insight (DLI) ermöglicht SQL-basierte Ad-hoc-Exploration über eine Web-Konsole. ModelArts bietet integrierte JupyterLab-Notebooks (DevEnviron) mit GPU-Support für ML-Exploration, direktem OBS-Zugriff und vorinstallierten ML-Frameworks (TensorFlow, PyTorch). ModelArts-Notebooks kommen dem Hyperscaler-Niveau am nächsten unter den DE-Anbietern, sind aber im Funktionsumfang (Git-Integration, Extensions, Kollaboration) eingeschränkt.;"https://docs.otc.t-systems.com/modelarts/; https://www.open-telekom-cloud.com/de/produkte-services; https://docs.otc.t-systems.com/mapreduce-service/"
ML-Plattform & AutoML;USA;AWS;5;Amazon SageMaker ist eine End-to-End-ML-Plattform mit SageMaker Autopilot (AutoML für Tabellendaten mit automatischer Modellauswahl, Feature-Engineering und Hyperparameter-Tuning). SageMaker Training unterstützt verteiltes Training (Horovod, PyTorch DDP, DeepSpeed) auf GPU-Clustern. SageMaker Experiments für Experiment-Tracking, Model Registry für Versionierung, Pipelines für MLOps. SageMaker JumpStart bietet 400+ vortrainierte Foundation Models. SageMaker Canvas für No-Code-ML. Industriestandard.;"https://aws.amazon.com/sagemaker/; https://aws.amazon.com/sagemaker/autopilot/; https://aws.amazon.com/sagemaker/jumpstart/"
ML-Plattform & AutoML;USA;Azure;5;Azure Machine Learning bietet eine umfassende ML-Plattform mit Automated ML (AutoML für Classification, Regression, Time-Series Forecasting, Computer Vision und NLP). Verteiltes Training über AML Compute Clusters (Horovod, DeepSpeed, ONNX Runtime Training). MLflow-native Integration für Experiment-Tracking. Model Registry, Responsible AI Dashboard und Managed Endpoints für Deployment. Azure OpenAI Service für Foundation Models. Azure AI Studio als unified AI-Plattform. Stärkstes Enterprise-ML-Ökosystem durch Microsoft-Integration.;"https://azure.microsoft.com/en-us/products/machine-learning/; https://learn.microsoft.com/en-us/azure/machine-learning/concept-automated-ml; https://azure.microsoft.com/en-us/products/ai-studio/"
ML-Plattform & AutoML;USA;Google Cloud;5;Vertex AI ist Googles unified ML-Plattform mit AutoML für Tabellendaten, Bilder, Video, Text und Translation – breiteste AutoML-Abdeckung aller Anbieter. Vertex AI Training unterstützt verteiltes Training auf GPUs und TPUs (exklusiv bei GCP). Vertex AI Pipelines (Kubeflow-basiert) für MLOps. Model Registry, Experiments, Feature Store und Model Monitoring integriert. BigQuery ML ermöglicht ML direkt in SQL. Gemini und PaLM über Model Garden. TPU-Zugang als Differentiator für Large-Scale-Training.;"https://cloud.google.com/vertex-ai; https://cloud.google.com/vertex-ai/docs/beginner/beginners-guide; https://cloud.google.com/bigquery/docs/bqml-introduction"
